LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,UTIL_AVG,PAY_RATIO_1,PAY_RATIO_2,PAY_RATIO_3,PAY_RATIO_4,PAY_RATIO_5,PAYRATIO_AVG,MAX_DELAY,SUM_DELAYS,NUM_MONTHS_LATE,WORSENING,BILL_TREND,HEADROOM,BILL_STD,PAYAMT_STD,default
550000,1,1,1,44,-2,-2,-2,-2,-2,-2,21788,0,1091,2291,1000,150,0,1091,2309,1000,150,750,0.03961454545454546,0.0,0.0019836363636363636,0.004165454545454545,0.0018181818181818182,0.00027272727272727274,0.007975757575757575,,1.0,1.0078568310781317,1.0,1.0,1.001964207769533,-2,0,0,0,21638,528212,8564.126801178663,827.6587863767693,0.0
70000,2,3,1,24,0,0,0,0,0,0,66380,68083,50822,31179,28686,10806,4000,3012,5000,2000,3000,3000,0.9482857142857143,0.9726142857142858,0.7260285714285715,0.4454142857142857,0.4098,0.15437142857142858,0.6094190476190476,0.058751817634358064,0.05926567234662154,0.1603643477981975,0.06972042111134351,0.277623542476402,0.12514516027338454,0,0,0,0,55574,3620,22879.46207118224,1032.032299236156,0.0
500000,1,2,1,59,-2,-2,-2,-2,-2,-2,-3182,-3885,1474,555,1096,1349,0,5359,555,1096,1349,2358,-0.006364,-0.00777,0.002948,0.00111,0.002192,0.002698,-0.0008643333333333337,,3.635685210312076,1.0,1.0,1.0,1.658921302578019,-2,0,0,0,-4531,503182,2433.0827702046363,1921.7564275075722,0.0
210000,2,1,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-2,0,0,0,0,210000,0.0,0.0,0.0
170000,2,2,1,42,0,0,0,0,-2,-2,52262,36518,20533,-919,-919,-919,1985,1000,16000,16000,16000,24288,0.3074235294117647,0.21481176470588234,0.12078235294117647,-0.005405882352941176,-0.005405882352941176,-0.005405882352941176,0.10446666666666667,0.05435675557259434,0.04870208931963181,,,,0.051529422446113075,0,0,0,2,53181,117738,22788.835939263477,9148.876952937995,0.0
500000,2,1,1,36,-2,-2,-2,-2,-2,-2,9241,10786,12376,12660,8000,20514,10786,12390,12692,8016,20514,16625,0.018482,0.021572,0.024752,0.02532,0.016,0.041028,0.024525666666666668,1.0,1.001131221719457,1.0025276461295418,1.002,1.0,1.0011317735697998,-2,0,0,0,-11273,490759,4421.234235670699,4433.660989145051,0.0
20000,1,2,1,55,0,0,2,0,0,2,10301,12871,12374,13392,14938,14557,2750,0,1231,1777,0,4859,0.51505,0.64355,0.6187,0.6696,0.7469,0.72785,0.6536083333333333,0.21365861238443012,0.0,0.0919205495818399,0.11895836122640246,0.0,0.0849075046385345,2,4,2,-2,-4256,9699,1673.058685960139,1847.0890341291076,1.0
80000,1,3,1,42,1,-2,-2,-2,-2,-1,0,0,0,0,0,7010,0,0,0,0,6204,1000,0.0,0.0,0.0,0.0,0.0,0.087625,0.014604166666666666,,,,,0.8850213980028531,0.8850213980028531,1,1,1,2,-7010,80000,2861.82051615168,2483.5463890708115,0.0
20000,2,2,2,23,0,0,0,0,0,0,16740,17451,18141,18239,18302,18337,1600,1600,1000,663,654,651,0.837,0.87255,0.90705,0.91195,0.9151,0.91685,0.8934166666666666,0.09168529024124691,0.08819800452014773,0.05482756730083886,0.03622554912031472,0.035665594153896495,0.06132040106728894,0,0,0,0,-1597,3260,642.924464199852,462.68390938090766,0.0
200000,1,3,1,34,0,0,0,0,-1,2,73494,82253,179964,-36,5654,804,10000,100000,0,5690,0,4421,0.36747,0.411265,0.89982,-0.00018,0.02827,0.00402,0.28511083333333326,0.12157611272537172,0.5556666888933343,,1.0063671736823487,0.0,0.4209024938252637,2,2,1,-2,72690,126506,70820.07599661741,39363.63623320386,0.0
110000,2,1,2,25,1,2,2,0,0,0,60491,61874,56386,44181,35538,25417,3000,31,3000,1500,2000,1000,0.5499181818181819,0.562490909090909,0.5126,0.4016454545454545,0.3230727272727273,0.23106363636363636,0.4301318181818181,0.048485632091023696,0.0005497818607455751,0.06790249202145719,0.04220834036805673,0.07868749262304757,0.04756674779286615,2,5,3,1,35074,49509,14804.705910621798,1163.3830696149341,0.0
150000,2,1,1,52,-1,3,2,0,0,-1,3391,3227,1129,2034,2140,6731,20,802,1705,1806,6427,16,0.022606666666666667,0.021513333333333332,0.007526666666666667,0.01356,0.014266666666666667,0.044873333333333335,0.020724444444444445,0.006197706848466067,0.7103631532329495,0.8382497541789578,0.8439252336448598,0.9548358341999703,0.6707143364210408,3,5,2,0,-3340,146609,1960.9853305587644,2398.547643887859,1.0
420000,2,1,1,37,-1,-1,-1,-1,-1,-1,38386,316,9894,13811,12141,11820,316,9894,13811,12141,11820,38800,0.0913952380952381,0.0007523809523809524,0.023557142857142856,0.032883333333333334,0.028907142857142857,0.028142857142857143,0.03427301587301587,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,26566,381614,12697.224258343502,12853.833461915814,1.0
200000,1,1,1,44,-1,-1,-1,-1,-1,-1,25929,1582,21133,2941,8191,22842,1582,21133,2941,8191,22842,5567,0.129645,0.00791,0.105665,0.014705,0.040955,0.11421,0.06884833333333334,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,3087,174071,10782.356508049003,9291.163242565486,0.0
80000,2,3,1,43,0,0,0,0,0,0,71604,73316,75039,76597,78712,81365,3500,3500,3400,4000,4000,3000,0.89505,0.91645,0.9379875,0.9574625,0.9839,1.0170625,0.95131875,0.047738556386054884,0.04664241261210837,0.04438816141624346,0.05081817257851408,0.04916118724267191,0.047749698047118545,0,0,0,0,-9761,8396,3574.3527945629544,382.97084310253524,0.0
70000,2,2,1,49,0,0,0,0,0,0,64049,66079,67488,58246,48859,46688,3700,3100,2200,1600,1850,1800,0.9149857142857143,0.9439857142857143,0.9641142857142857,0.8320857142857143,0.6979857142857143,0.6669714285714285,0.8366880952380952,0.05599358343800602,0.04593409198672357,0.03777083404869004,0.03274729323154383,0.039624742974640165,0.04241410913592072,0,0,0,0,17361,5951,8961.312926500595,838.8980867781258,1.0
120000,1,1,1,32,0,0,0,0,-2,-2,106552,110787,112900,0,0,0,6000,5500,0,0,0,0,0.8879333333333334,0.923225,0.9408333333333333,0.0,0.0,0.0,0.45866527777777777,0.05415797882423028,0.048715677590788306,,,,0.05143682820750929,0,0,0,2,106552,13448,60327.76898383253,2973.494016584978,0.0
180000,2,3,1,43,-2,-1,0,0,0,0,130500,47346,48176,49140,48129,45759,47346,1678,1642,2000,2000,1424,0.725,0.26303333333333334,0.26764444444444446,0.273,0.2673833333333333,0.25421666666666665,0.34171296296296294,1.0,0.03483062105612753,0.033414733414733416,0.041554987637391176,0.04370724884722131,0.23070151819109466,0,0,0,-2,84741,49500,33817.73675849208,18616.311790112097,0.0
390000,2,1,1,49,-1,-1,-1,-2,-2,-1,15026,13357,0,0,0,100000,13357,0,0,0,100000,39268,0.03852820512820513,0.03424871794871795,0.0,0.0,0.0,0.2564102564102564,0.05486452991452991,1.0,,,,1.0,1.0,-1,0,0,0,-84974,374974,39133.50911133151,39592.89541192965,0.0
360000,2,1,2,29,0,0,-2,-2,-2,-1,3280,0,0,0,0,2650,0,0,0,0,2650,0,0.009111111111111111,0.0,0.0,0.0,0.0,0.007361111111111111,0.0027453703703703702,,,,,1.0,1.0,0,0,0,1,630,356720,1544.0261224042379,1081.857969729237,1.0
100000,1,2,1,52,1,2,2,2,2,2,15420,16927,16432,18019,17501,18786,2000,0,2100,0,1500,0,0.1542,0.16927,0.16432,0.18019,0.17501,0.18786,0.17180833333333334,0.1181544278371832,0.0,0.11654364837116377,0.0,0.07984669434685404,0.06290895411104021,2,11,6,-1,-3366,84580,1192.2505469349412,1042.4330514074593,0.0
220000,1,1,2,38,0,0,0,0,0,0,212795,211043,212759,218541,167743,165300,8909,7500,9000,6729,6000,7009,0.96725,0.9592863636363637,0.9670863636363637,0.9933681818181819,0.7624681818181818,0.7513636363636363,0.9001371212121212,0.04221414593234554,0.035251152712693704,0.04118220379699919,0.04011493773212593,0.036297640653357534,0.03901201616550438,0,0,0,0,47495,7205,24550.125151751603,1209.7273659796244,1.0
340000,1,1,1,43,-2,-2,-2,-2,-2,-2,185,4418,0,3931,2295,0,4418,0,3931,2295,0,2254,0.0005441176470588235,0.012994117647058823,0.0,0.011561764705882353,0.00675,0.0,0.0053083333333333324,1.0,,1.0,1.0,,1.0,-2,0,0,0,185,339815,2036.0842238637053,1875.7731916910068,0.0
100000,1,2,1,44,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039000000000000003,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,0,99610,0.0,0.0,0.0
150000,2,3,1,41,1,-1,0,0,-2,-2,-1203,49909,46824,-2176,143824,151500,51772,2300,2176,146000,9500,0,-0.00802,0.33272666666666667,0.31216,-0.014506666666666666,0.9588266666666667,1.01,0.43186444444444444,1.037327936845058,0.04912010934563472,,1.0151296028479253,0.0627062706270627,0.5410709799164203,1,1,1,3,-152703,151203,68042.25031160175,57660.637716441066,0.0
130000,2,2,1,28,0,0,0,0,0,0,123943,126857,127706,121939,81506,83234,6500,6600,6000,3100,3200,3300,0.9534076923076923,0.9758230769230769,0.9823538461538461,0.9379923076923077,0.6269692307692307,0.6402615384615384,0.8528012820512821,0.05123879644008608,0.051681205268350745,0.049204930334019466,0.038034009766152184,0.03844582742629214,0.04572095384698012,0,0,0,0,40709,6057,22174.10175332175,1747.4743679569856,0.0
110000,1,2,2,23,0,0,0,2,2,2,43027,44340,48959,49672,50758,49676,2000,5700,1800,2500,0,2000,0.3911545454545455,0.4030909090909091,0.4450818181818182,0.4515636363636364,0.46143636363636364,0.4516,0.4339878787878788,0.04510599909788002,0.1164239465675361,0.036237719439523274,0.04925331967374601,0.0,0.04940419695573708,2,6,3,-2,-6649,66973,3220.166558839258,1860.8241901551762,0.0
220000,1,1,1,35,-1,-1,-1,-1,0,-1,753,6213,762,5106,700,1364,6220,762,5806,0,1364,500,0.0034227272727272726,0.02824090909090909,0.0034636363636363636,0.02320909090909091,0.003181818181818182,0.0062,0.011286363636363636,1.0011266698857235,1.0,1.1370936153544848,0.0,1.0,0.8276440570480418,0,0,0,0,-611,219247,2497.1591859551127,2803.8898694492264,1.0
200000,2,1,2,27,-2,-2,-2,-2,-2,-2,4257,3690,4460,3190,5238,950,3690,4460,3190,5238,950,250,0.021285,0.01845,0.0223,0.01595,0.02619,0.00475,0.01815416666666667,1.0,1.0,1.0,1.0,1.0,1.0,-2,0,0,0,3307,195743,1486.4244907383174,1970.2400868929653,1.0
210000,2,1,1,40,-1,-1,-1,-1,-1,-1,316,316,316,316,316,876,316,316,316,316,876,1026,0.0015047619047619048,0.0015047619047619048,0.0015047619047619048,0.0015047619047619048,0.0015047619047619048,0.004171428571428572,0.0019492063492063492,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,-560,209684,228.6190426597633,331.3256202992257,0.0
30000,2,2,2,23,0,0,0,0,0,0,28347,28296,25819,26409,26401,26448,2300,2390,1718,1100,1000,2000,0.9449,0.9432,0.8606333333333334,0.8803,0.8800333333333333,0.8816,0.8984444444444444,0.08128357364998587,0.09256748905844533,0.06505358021886479,0.04166508844361956,0.03781004234724743,0.0636759547436326,0,0,0,0,1899,1653,1085.2193633854247,593.3992472751096,0.0
80000,2,2,2,25,1,2,0,0,0,0,50120,49013,50051,51123,52175,53337,0,1828,1900,1900,2000,4300,0.6265,0.6126625,0.6256375,0.6390375,0.6521875,0.6667125,0.6371229166666666,0.0,0.03652274679826577,0.03716526807894685,0.03641590800191662,0.03749742205223391,0.02952026898627263,2,3,2,1,-3217,29880,1579.558978533776,1366.6543088872181,1.0
200000,2,1,1,32,-1,-1,-1,-1,-1,-1,846,810,1198,6081,4203,3044,864,1198,6081,4203,3044,0,0.00423,0.00405,0.00599,0.030405,0.021015,0.01522,0.013484999999999999,1.0666666666666667,1.0,1.0,1.0,1.0,1.0133333333333332,-1,0,0,0,-2198,199154,2148.2025975219376,2307.2085298039274,0.0
60000,2,2,2,27,0,0,2,0,0,0,45373,49363,48308,51616,56416,21680,4747,0,5000,5000,0,23999,0.7562166666666666,0.8227166666666667,0.8051333333333334,0.8602666666666666,0.9402666666666667,0.36133333333333334,0.7576555555555555,0.09616514393371553,0.0,0.09686918784872908,0.08862733976176972,0.0,0.056332334308842866,2,2,1,0,23693,14627,12221.053566148325,8924.990278239336,0.0
120000,1,3,2,50,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,0.00325,0.0,0.0065,0.0,0.0,0.0,0.001625,,1.0,,,,1.0,-1,0,0,1,390,119610,326.2974103482895,318.43366656181314,1.0
160000,2,1,2,29,2,2,2,2,2,2,160432,163916,159676,166893,170098,153800,7500,0,11558,5800,0,5654,1.0027,1.024475,0.997975,1.04308125,1.0631125,0.96125,1.0154322916666665,0.04575514287805949,0.0,0.06925395313164723,0.03409799057014192,0.0,0.02982141731596973,2,12,6,0,6632,-432,5778.73696984615,4478.423591696823,1.0
390000,2,2,2,28,-1,-1,-1,-1,0,-1,19081,1170,6512,14122,7894,3927,1170,6512,14122,0,3927,200,0.04892564102564102,0.003,0.016697435897435896,0.03621025641025641,0.02024102564102564,0.01006923076923077,0.022523931623931626,1.0,1.0,1.0,0.0,1.0,0.8,0,0,0,0,15154,370919,6663.932492655269,5414.753860210699,0.0
220000,1,2,1,47,-2,-2,-2,-2,-2,-2,7625,8325,1497,0,0,7625,8334,1497,0,0,7625,2226,0.03465909090909091,0.03784090909090909,0.006804545454545455,0.0,0.0,0.03465909090909091,0.018993939393939396,1.001081081081081,1.0,,,1.0,1.0003603603603604,-2,0,0,0,0,212375,4075.7908026132386,3747.7658767146418,0.0
120000,2,2,1,42,-2,-2,-2,-2,-2,-2,0,338,488,137,324,471,338,488,137,324,471,0,0.0,0.0028166666666666665,0.004066666666666666,0.0011416666666666667,0.0027,0.003925,0.002441666666666667,1.0,1.0,1.0,1.0,1.0,1.0,-2,0,0,0,-471,120000,191.24852940611072,191.24852940611072,0.0
100000,2,1,2,25,1,-1,-1,-1,-1,-2,0,3473,0,1012,0,0,3473,0,1012,0,0,0,0.0,0.03473,0.0,0.01012,0.0,0.0,0.007475,1.0,,1.0,,,1.0,1,1,1,3,0,100000,1395.2301243880881,1395.2301243880881,0.0
50000,2,2,2,25,0,0,0,-1,0,-1,4406,3732,0,4249,4865,2157,3000,0,4249,2065,2157,0,0.08812,0.07464,0.0,0.08498,0.0973,0.04314,0.06469666666666667,0.8038585209003215,,1.0,0.4244604316546763,1.0,0.8070797381387494,0,0,0,1,2249,45594,1840.1442787636697,1675.7228191639174,0.0
170000,2,1,2,30,0,0,0,0,0,0,171992,168531,171440,174643,165584,169230,6027,6300,8451,6000,6320,6700,1.0117176470588236,0.9913588235294117,1.008470588235294,1.0273117647058823,0.9740235294117647,0.9954705882352941,1.001392156862745,0.035761966641152075,0.03674755016332244,0.0483901444661395,0.03623538506135859,0.03734562429829227,0.03889613412605297,0,0,0,0,2762,-1992,3146.9020745276885,925.893730403225,0.0
150000,1,1,2,27,0,0,0,0,0,0,56918,58368,59830,60134,26607,0,3000,3000,2000,0,0,0,0.3794533333333333,0.38912,0.39886666666666665,0.4008933333333333,0.17738,0.0,0.2909522222222222,0.05139802631578947,0.05014206919605549,0.03325905477766322,0.0,,0.033699787572377043,0,0,0,0,56918,93082,24987.83722066931,1505.5453054181621,0.0
30000,1,2,1,44,1,3,2,2,2,2,23171,22523,21863,23296,22783,24310,0,0,1800,0,1910,780,0.7723666666666666,0.7507666666666667,0.7287666666666667,0.7765333333333333,0.7594333333333333,0.8103333333333333,0.7663666666666668,0.0,0.0,0.07726648351648352,0.0,0.07856849033319621,0.031166994769935945,3,12,6,-1,-1139,6829,824.6039049143534,909.558500958936,1.0
70000,1,2,2,32,0,0,0,0,0,0,71336,70393,131412,63823,52339,40836,3609,2523,2441,3038,2029,70004,1.0190857142857144,1.0056142857142858,1.8773142857142857,0.9117571428571428,0.7477,0.5833714285714285,1.0241404761904762,0.05126930234540366,0.0191991598940736,0.038246400200554656,0.05804467032232179,0.049686551082378294,0.0432892167689464,0,0,0,0,30500,-1336,31486.012814687518,27470.719209126408,1.0
500000,2,2,1,40,0,0,0,0,0,0,26102,33012,56116,31924,33255,27668,33009,50018,30023,30013,18019,40018,0.052204,0.066024,0.112232,0.063848,0.06651,0.055336,0.069359,0.9999091239549255,0.8913322403592558,0.9404523242701416,0.9025109006164487,0.6512577707098454,0.8770924719821235,0,0,0,0,-1566,473898,10905.601381858774,10765.483002014664,0.0
60000,2,2,1,36,0,0,0,0,0,0,60333,51838,45728,36441,37336,38138,2100,2000,1700,1500,1400,1500,1.00555,0.8639666666666667,0.7621333333333333,0.60735,0.6222666666666666,0.6356333333333334,0.7494833333333334,0.040510822176781515,0.043736878936319105,0.04665075052825115,0.04017570173559031,0.036708794378310344,0.04155658955105049,0,0,0,0,22195,-333,9606.911803488154,289.8275349237888,0.0
50000,1,2,2,28,1,2,2,2,0,0,9500,7913,9572,9281,8835,9038,0,1800,0,400,350,400,0.19,0.15826,0.19144,0.18562,0.1767,0.18076,0.18046333333333334,0.0,0.1880484747179273,0.0,0.045274476513865305,0.03872538172161983,0.054409666590682484,2,7,4,1,462,40500,610.4363739708396,668.1441960136051,1.0
500000,2,1,1,47,0,0,0,0,0,0,56422,110616,110340,122967,108834,70064,70010,30357,30000,20000,52183,20000,0.112844,0.221232,0.22068,0.245934,0.217668,0.140128,0.19308100000000003,0.6329102480653793,0.2751223491027732,0.24396789382517262,0.18376610250473197,0.7447904772779174,0.4161114141551949,0,0,0,0,-13642,443578,26640.326722846323,19956.26528854201,0.0
50000,1,2,2,25,2,0,0,0,0,0,47987,49084,46759,8195,8367,8534,2690,2359,293,304,306,316,0.95974,0.98168,0.93518,0.1639,0.16734,0.17068,0.5630866666666666,0.0548040094531823,0.05045018071387326,0.035753508236729716,0.036333213816182625,0.035856573705179286,0.042639497185029435,2,2,1,2,39453,2013,21690.50604911436,1151.0662303563017,1.0
30000,2,2,1,29,-1,-1,-1,-1,0,0,419,1173,1370,880,780,0,1173,1370,880,500,0,1500,0.013966666666666667,0.0391,0.04566666666666667,0.029333333333333333,0.026,0.0,0.025677777777777775,1.0,1.0,1.0,0.6410256410256411,,0.9102564102564102,0,0,0,-1,419,29581,500.14184654622403,570.2176485050833,1.0
440000,2,1,1,36,0,-1,-1,-1,0,0,14234,11061,19669,18613,13669,24849,11066,19669,33152,0,20000,7046,0.03235,0.025138636363636363,0.04470227272727273,0.04230227272727273,0.031065909090909092,0.056475,0.03867234848484848,1.0004520386945122,1.0,1.7811207220759684,0.0,0.804861362630287,0.9172868246801535,0,0,0,0,-10615,425766,5006.968440750018,11660.978136502958,0.0
80000,2,2,2,25,0,0,0,0,0,0,34984,37853,36230,37235,38575,39590,3015,1155,1940,1500,1174,1300,0.4373,0.4731625,0.452875,0.4654375,0.4821875,0.494875,0.46763958333333333,0.07965022587377486,0.0318796577422026,0.05210151738955284,0.03888528839922229,0.029653953018439,0.04643412848463832,0,0,0,0,-4606,45016,1650.1131375353227,715.3018011068242,0.0
210000,1,3,2,32,-2,-1,-1,-1,-1,-1,1649,1000,0,1761,675,752,1000,0,1761,675,752,1104,0.007852380952380953,0.004761904761904762,0.0,0.008385714285714286,0.0032142857142857142,0.003580952380952381,0.0046325396825396825,1.0,,1.0,1.0,1.0,1.0,-1,0,0,-1,897,208351,657.7268176581115,578.5364292764976,0.0
170000,2,3,1,44,0,0,0,0,0,-1,150692,152861,156393,147611,28697,107142,6936,8266,5792,662,108927,4154,0.8864235294117647,0.8991823529411764,0.9199588235294117,0.8683,0.16880588235294117,0.6302470588235294,0.7288196078431373,0.04537455596914844,0.05285402799358028,0.039238268150747574,0.023068613443913998,1.0166601332810663,0.23543911976769133,0,0,0,1,43550,19308,50037.9838229586,42443.116937457205,0.0
120000,2,2,2,37,-2,-2,-2,-2,-2,-1,874,0,0,0,305,20502,0,0,0,305,21742,0,0.0072833333333333335,0.0,0.0,0.0,0.0025416666666666665,0.17085,0.0301125,,,,1.0,1.0604819042044678,1.030240952102234,-1,0,0,-1,-19628,119126,8280.635380210868,8852.071932604253,0.0
200000,2,3,2,26,0,0,0,0,0,2,22629,24943,27210,36359,39299,40428,3000,3000,10000,3700,2000,3000,0.113145,0.124715,0.13605,0.181795,0.196495,0.20214,0.15905666666666665,0.12027422523353246,0.11025358324145534,0.2750350669710388,0.09414997837095092,0.04947066389630949,0.12983670354265742,2,2,1,-2,-17799,177371,7793.008216771408,2932.859810264832,0.0
10000,2,2,2,22,-1,-1,0,0,0,0,656,8748,9644,9541,8971,9645,10128,1200,400,323,1600,300,0.0656,0.8748,0.9644,0.9541,0.8971,0.9645,0.7867500000000001,1.157750342935528,0.1244296972210701,0.04192432659050414,0.03600490469289934,0.16588906168999482,0.3051996666259993,0,0,0,-1,-8989,9344,3552.880113372811,3859.852661263985,0.0
120000,2,2,2,29,0,0,0,0,0,0,82064,83847,85558,86491,88136,89886,4000,4000,3250,3195,3210,4200,0.6838666666666666,0.698725,0.7129833333333333,0.7207583333333333,0.7344666666666667,0.74905,0.7166416666666667,0.04770594058225101,0.04675191098436149,0.037576163993941564,0.03625079422710357,0.03571190174220679,0.04079934230597288,0,0,0,0,-7822,37936,2836.4551115785353,470.69894837358623,0.0
350000,2,1,2,46,-1,-1,-1,-2,-2,-2,5372,12179,0,0,0,0,12277,0,0,0,0,0,0.015348571428571428,0.03479714285714286,0.0,0.0,0.0,0.0,0.008357619047619048,1.00804663765498,,,,,1.00804663765498,-1,0,0,1,5372,344628,5016.907908928234,5012.064262024846,0.0
300000,2,2,1,34,-1,-1,-1,-1,-1,-1,1000,1000,1000,1000,2000,1000,1000,1000,1000,2000,1000,1000,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,0.0033333333333333335,0.003888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,0,299000,408.248290463863,408.248290463863,1.0
380000,1,1,2,30,0,0,0,0,0,0,192132,148842,177842,120027,97256,108213,10123,50434,7132,11068,20050,35925,0.5056105263157895,0.39168947368421053,0.46800526315789476,0.3158605263157895,0.2559368421052632,0.2847710526315789,0.3703122807017544,0.06801171712285511,0.2835888035447195,0.059419963841469005,0.11380274738833594,0.18528272943176882,0.14202119226582968,0,0,0,0,83919,187868,38629.595119113874,17242.88657582212,0.0
250000,1,1,1,40,-1,-1,-1,-1,-1,-1,396,396,396,396,396,109,396,396,396,396,109,0,0.001584,0.001584,0.001584,0.001584,0.001584,0.000436,0.0013926666666666668,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,287,249604,117.16725936312868,179.68685724522723,0.0
120000,2,1,2,29,-1,-1,-1,0,-1,-1,3945,5795,10863,1601,1126,4802,5894,10863,0,1126,4802,9751,0.032875,0.04829166666666666,0.090525,0.013341666666666667,0.009383333333333334,0.040016666666666666,0.03907222222222222,1.017083692838654,1.0,0.0,1.0,1.0,0.8034167385677307,0,0,0,0,-857,116055,3525.2951460362387,4400.092499027719,0.0
300000,2,2,1,31,-1,-1,-1,-1,-1,-1,3863,4242,5090,309,2700,7593,5021,5134,322,5013,7611,8059,0.012876666666666666,0.01414,0.016966666666666668,0.00103,0.009,0.02531,0.013220555555555555,1.1836397925506836,1.0086444007858546,1.0420711974110033,1.8566666666666667,1.0023706045041485,1.2186785323836713,-1,0,0,0,-3730,296137,2428.2378315697715,2751.4645312390758,0.0
30000,1,1,2,23,0,0,0,0,0,0,30287,28171,29410,29705,28647,28776,1496,1735,1030,1017,1033,989,1.0095666666666667,0.9390333333333334,0.9803333333333333,0.9901666666666666,0.9549,0.9592,0.9722,0.05310425614994143,0.058993539612376744,0.034674297256354146,0.03550109959158027,0.03589797053099805,0.04363423262825013,0,0,0,0,1511,-287,776.9406669752846,318.42529212778726,0.0
390000,2,1,2,27,0,0,0,0,0,0,375023,376767,359292,348513,272077,225079,13313,13705,15454,144206,9000,10000,0.9615974358974358,0.9660692307692308,0.9212615384615385,0.893623076923077,0.6976333333333333,0.577125641025641,0.8362183760683761,0.03533483558804248,0.03814446188615388,0.04434267875229905,0.5300190754823083,0.039985960484985275,0.13756540243875778,0,0,0,0,149944,14977,62750.90345299155,53906.74589572873,0.0
300000,2,2,1,33,-2,-2,-2,-2,-2,-2,11613,12893,10841,11900,0,0,1513,1000,1059,0,0,51167,0.03871,0.04297666666666667,0.036136666666666664,0.03966666666666667,0.0,0.0,0.026248333333333335,0.11735050027146514,0.09224241306152568,0.08899159663865547,,,0.09952816999054877,-2,0,0,0,11613,288387,6134.851220689871,20606.210320354072,0.0
150000,2,2,2,29,0,0,0,0,0,0,84357,86398,64763,66093,62568,63828,2841,3000,1839,1773,1792,1846,0.56238,0.5759866666666666,0.4317533333333333,0.44062,0.41712,0.42552,0.4755633333333334,0.032882705618185605,0.04632274601238361,0.027824429213381144,0.02833716915995397,0.02807545277934449,0.03268850055664976,0,0,0,0,20529,65643,10957.659763836436,575.0357959872296,0.0
20000,2,3,2,24,-1,-1,-1,-1,-1,2,4101,507,3042,0,8402,6204,507,3042,0,8402,0,4739,0.20505,0.02535,0.1521,0.0,0.4201,0.3102,0.18546666666666667,1.0,1.0,,1.0,0.0,0.75,2,2,1,-3,-2103,15899,3251.378517900779,3350.7169780013755,0.0
340000,2,1,2,42,0,0,0,0,0,0,374245,357516,334316,307974,318240,289763,15917,10126,1000,10521,279000,11000,1.1007205882352942,1.0515176470588234,0.9832823529411765,0.9058058823529411,0.936,0.8522441176470589,0.9715950980392156,0.044521084371049124,0.030288708886203473,0.003247027346464312,0.03305995475113122,0.9628558511611214,0.2147945253031939,0,0,0,0,84482,-34245,31544.0435877626,110042.30930873816,1.0
30000,2,1,2,26,-1,-1,-1,-1,-1,-1,2089,780,1152,780,2678,1225,780,1152,780,2678,1544,1588,0.06963333333333334,0.026,0.0384,0.026,0.08926666666666666,0.04083333333333333,0.04835555555555556,1.0,1.0,1.0,1.0,1.2604081632653061,1.0520816326530613,-1,0,0,0,864,27911,768.574177725655,709.5332738262996,0.0
230000,2,1,1,34,-2,-2,-2,-2,-2,-2,711,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.003091304347826087,-4.347826086956521e-06,-4.347826086956521e-06,-4.347826086956521e-06,-4.347826086956521e-06,-4.347826086956521e-06,0.0005115942028985506,,,,,,,-2,0,0,0,712,229289,290.67278281027046,0.0,0.0
50000,2,2,1,32,1,-2,-1,0,0,0,0,0,530,26530,26574,26289,0,530,26000,951,943,970,0.0,0.0,0.0106,0.5306,0.53148,0.52578,0.26641000000000004,,1.0,0.980022615906521,0.03578685933619327,0.03587051618547681,0.5129199978570477,1,1,1,1,-26289,50000,14399.975524284755,10344.218133817558,0.0
170000,2,2,1,38,-1,-1,-1,0,0,-2,521,5360,29271,26511,0,0,6439,29271,0,0,0,2730,0.003064705882352941,0.03152941176470588,0.17218235294117648,0.1559470588235294,0.0,0.0,0.06045392156862745,1.2013059701492537,1.0,0.0,,,0.733768656716418,0,0,0,1,521,169479,13819.585195173793,11484.187348988462,0.0
